feature,hr,ci_lower,ci_upper,z,p,n,events,q
inter_H10_H03,1.0176623569063081,0.8568543108341062,1.2086496614062194,0.1995134135866487,0.8418611517483833,200,112,0.9973126457678482
comp_H02,0.9798075810285918,0.8017077484067371,1.1974723928376503,-0.19929731886452387,0.8420301763431269,200,112,0.9973126457678482
dist_H02_H02,0.983534199941987,0.8267342380947869,1.1700731358178211,-0.1873736830076602,0.8513676550832727,200,112,0.9973126457678482
disp_H02_g_function,0.983534199941987,0.8267342380947869,1.1700731358178211,-0.1873736830076602,0.8513676550832727,200,112,0.9973126457678482
disp_H04_ripley_k,1.0179084035446582,0.8417859771369701,1.2308799934288295,0.18312108748184527,0.8547030101193784,200,112,0.9973126457678482
div_fisher_alpha,1.0167581142443456,0.848359692553928,1.2185834286510517,0.1798926260198479,0.8572368643479984,200,112,0.9973126457678482
inter_H06_H02,0.9846703562177156,0.8238527934847324,1.1768797995001168,-0.16980183890457623,0.8651659806952391,200,112,0.9973126457678482
inter_H02_H06,0.9846703562177156,0.8238527934847324,1.1768797995001168,-0.16980183890457623,0.8651659806952391,200,112,0.9973126457678482
disp_H06_ripley_k,0.9846619978111267,0.8227043109647976,1.1785026977631645,-0.16858428263501365,0.866123644242145,200,112,0.9973126457678482
inter_H04_H02,1.016399488024153,0.8357861299893257,1.2360433874021743,0.1629535243485949,0.8705550276533693,200,112,0.9973126457678482
inter_H02_H04,1.016399488024153,0.8357861299893257,1.2360433874021743,0.1629535243485949,0.8705550276533693,200,112,0.9973126457678482
disp_H05_g_function,1.014034707861872,0.8508942010417522,1.2084538682830401,0.15573295654953112,0.8762435185253915,200,112,0.9973126457678482
dist_H05_H05,1.014034707861872,0.8508942010417522,1.2084538682830401,0.15573295654953112,0.8762435185253915,200,112,0.9973126457678482
disp_H08_pair_correlation,0.9849554909793535,0.8020749981428947,1.2095344219139257,-0.1446522475597658,0.8849854434237936,200,112,0.9973126457678482
disp_H06_ripley_l,0.9877983006168733,0.8289606785627592,1.1770708888065922,-0.1372572354022761,0.8908274716446635,200,112,0.9973126457678482
disp_H10_kde_summary,0.9874368587404213,0.8186823988057776,1.1909765635873464,-0.13221518254130424,0.8948140926136403,200,112,0.9973126457678482
disp_H07_ripley_k,0.9879036764028223,0.8189615589564258,1.1916965615502588,-0.12718296513273164,0.8987955877404654,200,112,0.9973126457678482
disp_H06_g_function,0.9898521589897445,0.8249907613209803,1.187658507942301,-0.10973012385927129,0.912623409282058,200,112,0.9973126457678482
dist_H06_H06,0.9898521589897445,0.8249907613209803,1.187658507942301,-0.10973012385927129,0.912623409282058,200,112,0.9973126457678482
disp_H02_ripley_l,1.0093109843796262,0.8441373757728566,1.2068043572370946,0.10164494837743072,0.9190385005407556,200,112,0.9973126457678482
dist_H08_H10,1.0102660892756925,0.8260661545512712,1.2355397512864135,0.09944939760895177,0.9207814635017545,200,112,0.9973126457678482
disp_H03_f_function,1.0092536578989297,0.8360749222122924,1.2183034306149578,0.09590231720158536,0.9235981542045745,200,112,0.9973126457678482
inter_H09_H09,0.9917160736258017,0.8286960721211483,1.1868051554418342,-0.09078691243777955,0.9276619094644385,200,112,0.9973126457678482
dist_H01_H06,1.0092202492962816,0.8261353514338139,1.2328797089023351,0.08986429229824038,0.9283950569244667,200,112,0.9973126457678482
dist_H02_H04,1.0077176092972362,0.8404259534583998,1.2083096385932863,0.0830044603568881,0.93384799300329,200,112,0.9973126457678482
disp_H09_ripley_l,0.9924380304474124,0.8183563091827349,1.2035506211981906,-0.07713880775733276,0.9385131208328814,200,112,0.9973126457678482
dist_H03_H07,0.9924280716902366,0.8180505663743601,1.2039762796620088,-0.07709542321825753,0.9385476339085687,200,112,0.9973126457678482
disp_H04_pair_correlation,1.007494858026844,0.8306081889728091,1.2220513864735798,0.07580324090305403,0.9395756376784717,200,112,0.9973126457678482
disp_H10_pair_correlation,0.9930757485168509,0.8139756848539269,1.2115834178379459,-0.0684771228221878,0.94540583066435,200,112,0.9973126457678482
inter_H04_H10,1.0064118987327098,0.8363058428025285,1.2111178208639388,0.06765765823840608,0.9460581558672719,200,112,0.9973126457678482
inter_H10_H04,1.0064118987327098,0.8363058428025285,1.2111178208639388,0.06765765823840608,0.9460581558672719,200,112,0.9973126457678482
disp_H01_pair_correlation,0.9939368282539796,0.810458476048527,1.2189525407596928,-0.0584091913312954,0.953422693649807,200,112,0.9973126457678482
dist_H03_H09,1.0052360083339111,0.8282863676965802,1.219988003981328,0.05286480786460179,0.9578396244243547,200,112,0.9973126457678482
inter_H08_H10,1.0047072306488194,0.8309436316639959,1.2148075764135593,0.04847216805664765,0.9613399450337151,200,112,0.9973126457678482
inter_H10_H08,1.0047072306488194,0.8309436316639959,1.2148075764135593,0.04847216805664765,0.9613399450337151,200,112,0.9973126457678482
inter_H09_H03,0.9953505414719566,0.8243715705383932,1.2017914443137345,-0.04846313314119671,0.9613471453910657,200,112,0.9973126457678482
inter_H03_H09,0.9953505414719566,0.8243715705383932,1.2017914443137345,-0.04846313314119671,0.9613471453910657,200,112,0.9973126457678482
dist_H01_H01,0.9959147082147637,0.8383897349888106,1.183037034741051,-0.046599445624245915,0.9628324738797803,200,112,0.9973126457678482
disp_H01_g_function,0.9959147082147637,0.8383897349888106,1.183037034741051,-0.046599445624245915,0.9628324738797803,200,112,0.9973126457678482
disp_H07_g_function,1.004036251118876,0.8376807097849185,1.203428444496092,0.043583448292991656,0.9652364455089765,200,112,0.9973126457678482
dist_H07_H07,1.004036251118876,0.8376807097849185,1.203428444496092,0.043583448292991656,0.9652364455089765,200,112,0.9973126457678482
dist_H09_H09,1.0037045308637083,0.8344158882262708,1.2073389295328845,0.03923392890184455,0.9687038831004129,200,112,0.9973126457678482
disp_H09_g_function,1.0037045308637083,0.8344158882262708,1.2073389295328845,0.03923392890184455,0.9687038831004129,200,112,0.9973126457678482
disp_H08_quadrat_dispersion,0.9966260907717952,0.8230039919380053,1.2068757558127257,-0.03460509612697137,0.9723946378136531,200,112,0.9973126457678482
inter_H07_H03,1.003003018813776,0.8254509174516819,1.218746062885605,0.030165631306069248,0.9759349582948856,200,112,0.9973126457678482
inter_H03_H07,1.003003018813776,0.8254509174516819,1.218746062885605,0.030165631306069248,0.9759349582948856,200,112,0.9973126457678482
disp_H05_kde_summary,0.9978704496364064,0.837052828748827,1.1895849342579015,-0.023775925576153756,0.9810313432274816,200,112,0.9973126457678482
comp_H07,0.9978680353515302,0.8299221396564495,1.199800039541679,-0.02269821397954898,0.9818910005076074,200,112,0.9973126457678482
disp_H05_clark_evans,0.9978589522969958,0.8289820033955041,1.201138848130341,-0.022656793383788995,0.9819240408645502,200,112,0.9973126457678482
disp_H09_f_function,0.9980148347946267,0.8293865885855602,1.2009280402867213,-0.02104323706722048,0.9832111651097891,200,112,0.9973126457678482
disp_H09_j_function,1.0015989850510711,0.8428993994180197,1.190178243747707,0.01815276916631823,0.985516981165449,200,112,0.9973126457678482
disp_H09_ripley_k,0.9989124496605888,0.8229601411031041,1.212484095219268,-0.011007051905529683,0.9912178205594191,200,112,0.9973126457678482
disp_H02_ripley_k,1.0009500216485816,0.8370895671660845,1.1968861937082436,0.010410499527545435,0.9916937731930645,200,112,0.9973126457678482
dist_H01_H07,1.0007701575399375,0.8319699709619897,1.2038185790100695,0.008168191050409451,0.9934827989418351,200,112,0.9973126457678482
dist_H04_H04,1.0007864145891001,0.8285372909130061,1.2088453454188197,0.008157254795985187,0.9934915245196955,200,112,0.9973126457678482
disp_H04_g_function,1.0007864145891001,0.8285372909130061,1.2088453454188197,0.008157254795985187,0.9934915245196955,200,112,0.9973126457678482
disp_H05_ripley_l,0.9997304021761397,0.8449293077849364,1.1828928974607935,-0.0031413234617018175,0.9974935906315926,200,112,0.9974935906315926
